,simulation,auc_live,auc_apoptotic,drug_1,drug_2,conc_1,conc_2
210,LNCaP_mut_RNA_00_4_Selumetinib_0_0_8,61100640.0,1808280.0,Selumetinib,Selumetinib,IC70,IC70
211,LNCaP_mut_RNA_00_4_Ipatasertib_0_0_10,58143120.0,1637040.0,Ipatasertib,Ipatasertib,IC70,IC70
212,LNCaP_mut_RNA_00_2_Luminespib_0_0_2,58879680.0,1774320.0,Luminespib,Luminespib,IC30,IC30
213,LNCaP_mut_RNA_00_4_Afatinib_0_0_4,58455960.0,1814760.0,Afatinib,Afatinib,IC70,IC70
214,LNCaP_mut_RNA_00_5_Luminespib_0_0_2,59392680.0,1713120.0,Luminespib,Luminespib,IC90,IC90
215,LNCaP_mut_RNA_00_4_Selumetinib_0_0_7,59693760.0,1768200.0,Selumetinib,Selumetinib,IC70,IC70
216,LNCaP_mut_RNA_00_2_Ipatasertib_0_0_1,61143840.0,1770720.0,Ipatasertib,Ipatasertib,IC30,IC30
217,LNCaP_mut_RNA_00_5_Luminespib_0_0_3,61201440.0,1769040.0,Luminespib,Luminespib,IC90,IC90
218,LNCaP_mut_RNA_00_5_Afatinib_0_0_6,59279400.0,1746720.0,Afatinib,Afatinib,IC90,IC90
219,LNCaP_mut_RNA_00_3_Ulixertinib_0_0_9,57315720.0,1810320.0,Ulixertinib,Ulixertinib,IC50,IC50
220,LNCaP_mut_RNA_00_2_Afatinib_0_0_4,59040720.0,1817640.0,Afatinib,Afatinib,IC30,IC30
221,LNCaP_mut_RNA_00_2_Selumetinib_0_0_9,60131400.0,1757160.0,Selumetinib,Selumetinib,IC30,IC30
222,LNCaP_mut_RNA_00_2_Ulixertinib_0_0_4,59627160.0,1811520.0,Ulixertinib,Ulixertinib,IC30,IC30
223,LNCaP_mut_RNA_00_4_Ipatasertib_0_0_8,59446920.0,1677240.0,Ipatasertib,Ipatasertib,IC70,IC70
224,LNCaP_mut_RNA_00_5_Afatinib_0_0_7,58596000.0,1769160.0,Afatinib,Afatinib,IC90,IC90
225,LNCaP_mut_RNA_00_5_Afatinib_0_0_10,57915600.0,1735320.0,Afatinib,Afatinib,IC90,IC90
226,LNCaP_mut_RNA_00_4_Luminespib_0_0_10,58999080.0,1731960.0,Luminespib,Luminespib,IC70,IC70
227,LNCaP_mut_RNA_00_5_Ipatasertib_0_0_5,56367840.0,1599840.0,Ipatasertib,Ipatasertib,IC90,IC90
228,LNCaP_mut_RNA_00_5_Luminespib_0_0_10,59767680.0,1795560.0,Luminespib,Luminespib,IC90,IC90
229,LNCaP_mut_RNA_00_5_Selumetinib_0_0_9,60255960.0,1801080.0,Selumetinib,Selumetinib,IC90,IC90
230,LNCaP_mut_RNA_00_4_Luminespib_0_0_5,61547520.0,1703040.0,Luminespib,Luminespib,IC70,IC70
231,LNCaP_mut_RNA_00_5_Pictilisib_0_0_5,53798280.0,1610280.0,Pictilisib,Pictilisib,IC90,IC90
232,LNCaP_mut_RNA_00_3_Ipatasertib_0_0_5,62066160.0,1764360.0,Ipatasertib,Ipatasertib,IC50,IC50
233,LNCaP_mut_RNA_00_5_Pictilisib_0_0_6,52434240.0,1594200.0,Pictilisib,Pictilisib,IC90,IC90
234,LNCaP_mut_RNA_00_3_Pictilisib_0_0_8,56310960.0,1659840.0,Pictilisib,Pictilisib,IC50,IC50
235,LNCaP_mut_RNA_00_2_Ipatasertib_0_0_8,58585200.0,1659960.0,Ipatasertib,Ipatasertib,IC30,IC30
236,LNCaP_mut_RNA_00_4_Afatinib_0_0_7,58801800.0,1752000.0,Afatinib,Afatinib,IC70,IC70
237,LNCaP_mut_RNA_00_4_Ulixertinib_0_0_9,63648240.0,1876440.0,Ulixertinib,Ulixertinib,IC70,IC70
238,LNCaP_mut_RNA_00_3_Ipatasertib_0_0_8,60420480.0,1641480.0,Ipatasertib,Ipatasertib,IC50,IC50
239,LNCaP_mut_RNA_00_1_Pictilisib_0_0_6,56091000.0,1712880.0,Pictilisib,Pictilisib,IC10,IC10
240,LNCaP_mut_RNA_00_5_Pictilisib_0_0_10,52478160.0,1576320.0,Pictilisib,Pictilisib,IC90,IC90
241,LNCaP_mut_RNA_00_4_Afatinib_0_0_2,59934120.0,1778760.0,Afatinib,Afatinib,IC70,IC70
242,LNCaP_mut_RNA_00_3_Pictilisib_0_0_5,57206400.0,1683240.0,Pictilisib,Pictilisib,IC50,IC50
243,LNCaP_mut_RNA_00_3_Afatinib_0_0_4,57467280.0,1693560.0,Afatinib,Afatinib,IC50,IC50
244,LNCaP_mut_RNA_00_1_Luminespib_0_0_1,61666320.0,1816320.0,Luminespib,Luminespib,IC10,IC10
245,LNCaP_mut_RNA_00_2_Pictilisib_0_0_8,56237040.0,1654440.0,Pictilisib,Pictilisib,IC30,IC30
246,LNCaP_mut_RNA_00_3_Luminespib_0_0_7,61374120.0,1753800.0,Luminespib,Luminespib,IC50,IC50
247,LNCaP_mut_RNA_00_3_Afatinib_0_0_8,60546840.0,1746360.0,Afatinib,Afatinib,IC50,IC50
248,LNCaP_mut_RNA_00_3_Luminespib_0_0_1,58917600.0,1778040.0,Luminespib,Luminespib,IC50,IC50
249,LNCaP_mut_RNA_00_4_Selumetinib_0_0_4,62885160.0,1842960.0,Selumetinib,Selumetinib,IC70,IC70
250,LNCaP_mut_RNA_00_3_Afatinib_0_0_3,60281160.0,1828680.0,Afatinib,Afatinib,IC50,IC50
251,LNCaP_mut_RNA_00_1_Luminespib_0_0_10,62255520.0,1856520.0,Luminespib,Luminespib,IC10,IC10
252,LNCaP_mut_RNA_00_2_Ulixertinib_0_0_3,57222360.0,1743120.0,Ulixertinib,Ulixertinib,IC30,IC30
253,LNCaP_mut_RNA_00_5_Pictilisib_0_0_3,51976560.0,1610520.0,Pictilisib,Pictilisib,IC90,IC90
254,LNCaP_mut_RNA_00_4_Pictilisib_0_0_5,55193280.0,1631040.0,Pictilisib,Pictilisib,IC70,IC70
255,LNCaP_mut_RNA_00_1_Afatinib_0_0_1,60848400.0,1727040.0,Afatinib,Afatinib,IC10,IC10
256,LNCaP_mut_RNA_00_1_Ulixertinib_0_0_1,59615160.0,1795200.0,Ulixertinib,Ulixertinib,IC10,IC10
257,LNCaP_mut_RNA_00_4_Ipatasertib_0_0_1,61118640.0,1739280.0,Ipatasertib,Ipatasertib,IC70,IC70
258,LNCaP_mut_RNA_00_1_Selumetinib_0_0_3,60124440.0,1811640.0,Selumetinib,Selumetinib,IC10,IC10
259,LNCaP_mut_RNA_00_1_Luminespib_0_0_9,59813880.0,1752600.0,Luminespib,Luminespib,IC10,IC10
260,LNCaP_mut_RNA_00_4_Luminespib_0_0_3,57931560.0,1795440.0,Luminespib,Luminespib,IC70,IC70
261,LNCaP_mut_RNA_00_3_Selumetinib_0_0_8,57433080.0,1704480.0,Selumetinib,Selumetinib,IC50,IC50
262,LNCaP_mut_RNA_00_3_Selumetinib_0_0_7,61601760.0,1830000.0,Selumetinib,Selumetinib,IC50,IC50
263,LNCaP_mut_RNA_00_4_Selumetinib_0_0_10,60181440.0,1782000.0,Selumetinib,Selumetinib,IC70,IC70
264,LNCaP_mut_RNA_00_3_Luminespib_0_0_5,59101200.0,1761360.0,Luminespib,Luminespib,IC50,IC50
265,LNCaP_mut_RNA_00_3_Ipatasertib_0_0_4,61965000.0,1789440.0,Ipatasertib,Ipatasertib,IC50,IC50
266,LNCaP_mut_RNA_00_3_Afatinib_0_0_7,60708360.0,1811280.0,Afatinib,Afatinib,IC50,IC50
267,LNCaP_mut_RNA_00_2_Selumetinib_0_0_3,58664880.0,1725600.0,Selumetinib,Selumetinib,IC30,IC30
268,LNCaP_mut_RNA_00_3_Afatinib_0_0_1,60632160.0,1829760.0,Afatinib,Afatinib,IC50,IC50
269,LNCaP_mut_RNA_00_1_Ipatasertib_0_0_4,60731400.0,1851000.0,Ipatasertib,Ipatasertib,IC10,IC10
270,LNCaP_mut_RNA_00_5_Ipatasertib_0_0_3,57180240.0,1687680.0,Ipatasertib,Ipatasertib,IC90,IC90
271,LNCaP_mut_RNA_00_3_Ulixertinib_0_0_10,57330480.0,1703400.0,Ulixertinib,Ulixertinib,IC50,IC50
272,LNCaP_mut_RNA_00_4_Ipatasertib_0_0_7,58883760.0,1690560.0,Ipatasertib,Ipatasertib,IC70,IC70
273,LNCaP_mut_RNA_00_1_Pictilisib_0_0_10,58322640.0,1707600.0,Pictilisib,Pictilisib,IC10,IC10
274,LNCaP_mut_RNA_00_1_Ulixertinib_0_0_9,59477160.0,1857120.0,Ulixertinib,Ulixertinib,IC10,IC10
275,LNCaP_mut_RNA_00_4_Pictilisib_0_0_9,51922200.0,1617000.0,Pictilisib,Pictilisib,IC70,IC70
276,LNCaP_mut_RNA_00_3_Ulixertinib_0_0_3,65168400.0,1877040.0,Ulixertinib,Ulixertinib,IC50,IC50
277,LNCaP_mut_RNA_00_2_Afatinib_0_0_1,59375760.0,1806240.0,Afatinib,Afatinib,IC30,IC30
278,LNCaP_mut_RNA_00_4_Pictilisib_0_0_4,54880080.0,1585200.0,Pictilisib,Pictilisib,IC70,IC70
279,LNCaP_mut_RNA_00_1_Ipatasertib_0_0_9,61876680.0,1799160.0,Ipatasertib,Ipatasertib,IC10,IC10
280,LNCaP_mut_RNA_00_3_Ulixertinib_0_0_2,58839120.0,1738560.0,Ulixertinib,Ulixertinib,IC50,IC50
281,LNCaP_mut_RNA_00_1_Luminespib_0_0_2,60535920.0,1756560.0,Luminespib,Luminespib,IC10,IC10
282,LNCaP_mut_RNA_00_3_Pictilisib_0_0_10,55741440.0,1666080.0,Pictilisib,Pictilisib,IC50,IC50
283,LNCaP_mut_RNA_00_1_Selumetinib_0_0_2,59198280.0,1758600.0,Selumetinib,Selumetinib,IC10,IC10
284,LNCaP_mut_RNA_00_4_Ipatasertib_0_0_4,60942480.0,1750320.0,Ipatasertib,Ipatasertib,IC70,IC70
285,LNCaP_mut_RNA_00_1_Pictilisib_0_0_5,54083640.0,1626960.0,Pictilisib,Pictilisib,IC10,IC10
286,LNCaP_mut_RNA_00_3_Pictilisib_0_0_1,53581680.0,1540680.0,Pictilisib,Pictilisib,IC50,IC50
287,LNCaP_mut_RNA_00_4_Luminespib_0_0_8,58344600.0,1728000.0,Luminespib,Luminespib,IC70,IC70
288,LNCaP_mut_RNA_00_5_Afatinib_0_0_5,57731160.0,1734360.0,Afatinib,Afatinib,IC90,IC90
289,LNCaP_mut_RNA_00_4_Luminespib_0_0_4,60455400.0,1794480.0,Luminespib,Luminespib,IC70,IC70
290,LNCaP_mut_RNA_00_4_Pictilisib_0_0_3,53311800.0,1527240.0,Pictilisib,Pictilisib,IC70,IC70
291,LNCaP_mut_RNA_00_1_Selumetinib_0_0_7,61111560.0,1822320.0,Selumetinib,Selumetinib,IC10,IC10
292,LNCaP_mut_RNA_00_5_Ulixertinib_0_0_2,61495200.0,1829400.0,Ulixertinib,Ulixertinib,IC90,IC90
293,LNCaP_mut_RNA_00_2_Pictilisib_0_0_10,59578920.0,1758720.0,Pictilisib,Pictilisib,IC30,IC30
294,LNCaP_mut_RNA_00_2_Pictilisib_0_0_1,56284320.0,1636920.0,Pictilisib,Pictilisib,IC30,IC30
295,LNCaP_mut_RNA_00_2_Pictilisib_0_0_3,56468040.0,1692720.0,Pictilisib,Pictilisib,IC30,IC30
296,LNCaP_mut_RNA_00_3_Ipatasertib_0_0_3,59288280.0,1749240.0,Ipatasertib,Ipatasertib,IC50,IC50
297,LNCaP_mut_RNA_00_4_Ulixertinib_0_0_5,61816200.0,1815360.0,Ulixertinib,Ulixertinib,IC70,IC70
298,LNCaP_mut_RNA_00_2_Luminespib_0_0_1,59695080.0,1785960.0,Luminespib,Luminespib,IC30,IC30
299,LNCaP_mut_RNA_00_5_Luminespib_0_0_4,57822960.0,1722720.0,Luminespib,Luminespib,IC90,IC90
300,LNCaP_mut_RNA_00_4_1_Luminespib_Pictilisib_0_0_0_0_3,56987040.0,1639320.0,Luminespib,Pictilisib,IC70,IC10
301,LNCaP_mut_RNA_00_4_5_Ipatasertib_Luminespib_0_0_0_0_9,58379520.0,1663200.0,Ipatasertib,Luminespib,IC70,IC90
302,LNCaP_mut_RNA_00_2_4_Luminespib_Selumetinib_0_0_0_0_8,62188800.0,1860960.0,Luminespib,Selumetinib,IC30,IC70
303,LNCaP_mut_RNA_00_1_1_Selumetinib_Pictilisib_0_0_0_0_7,57016080.0,1690560.0,Selumetinib,Pictilisib,IC10,IC10
304,LNCaP_mut_RNA_00_2_3_Afatinib_Luminespib_0_0_0_0_7,56820960.0,1737360.0,Afatinib,Luminespib,IC30,IC50
305,LNCaP_mut_RNA_00_2_5_Luminespib_Pictilisib_0_0_0_0_8,55680840.0,1656000.0,Luminespib,Pictilisib,IC30,IC90
306,LNCaP_mut_RNA_00_5_1_Afatinib_Ulixertinib_0_0_0_0_5,59897760.0,1747080.0,Afatinib,Ulixertinib,IC90,IC10
307,LNCaP_mut_RNA_00_3_4_Ipatasertib_Selumetinib_0_0_0_0_3,62050440.0,1694760.0,Ipatasertib,Selumetinib,IC50,IC70
308,LNCaP_mut_RNA_00_1_5_Afatinib_Pictilisib_0_0_0_0_8,54574440.0,1575600.0,Afatinib,Pictilisib,IC10,IC90
309,LNCaP_mut_RNA_00_5_1_Selumetinib_Pictilisib_0_0_0_0_2,57812160.0,1704720.0,Selumetinib,Pictilisib,IC90,IC10
310,LNCaP_mut_RNA_00_2_1_Ulixertinib_Selumetinib_0_0_0_0_8,62192400.0,1857480.0,Ulixertinib,Selumetinib,IC30,IC10
311,LNCaP_mut_RNA_00_1_5_Afatinib_Pictilisib_0_0_0_0_7,53196240.0,1641240.0,Afatinib,Pictilisib,IC10,IC90
312,LNCaP_mut_RNA_00_4_1_Ipatasertib_Selumetinib_0_0_0_0_7,58943160.0,1734960.0,Ipatasertib,Selumetinib,IC70,IC10
313,LNCaP_mut_RNA_00_3_2_Ulixertinib_Luminespib_0_0_0_0_2,61272240.0,1833240.0,Ulixertinib,Luminespib,IC50,IC30
314,LNCaP_mut_RNA_00_4_3_Afatinib_Ulixertinib_0_0_0_0_8,59668800.0,1748040.0,Afatinib,Ulixertinib,IC70,IC50
315,LNCaP_mut_RNA_00_2_2_Luminespib_Selumetinib_0_0_0_0_3,59983680.0,1761720.0,Luminespib,Selumetinib,IC30,IC30
316,LNCaP_mut_RNA_00_1_1_Afatinib_Selumetinib_0_0_0_0_7,58903200.0,1709280.0,Afatinib,Selumetinib,IC10,IC10
317,LNCaP_mut_RNA_00_5_3_Ulixertinib_Luminespib_0_0_0_0_9,59416680.0,1793280.0,Ulixertinib,Luminespib,IC90,IC50
318,LNCaP_mut_RNA_00_4_4_Ulixertinib_Luminespib_0_0_0_0_7,62782800.0,1770480.0,Ulixertinib,Luminespib,IC70,IC70
319,LNCaP_mut_RNA_00_2_2_Afatinib_Ulixertinib_0_0_0_0_4,58668720.0,1725600.0,Afatinib,Ulixertinib,IC30,IC30
320,LNCaP_mut_RNA_00_2_1_Ulixertinib_Luminespib_0_0_0_0_2,60111360.0,1728360.0,Ulixertinib,Luminespib,IC30,IC10
321,LNCaP_mut_RNA_00_5_2_Afatinib_Ulixertinib_0_0_0_0_1,58625880.0,1754880.0,Afatinib,Ulixertinib,IC90,IC30
322,LNCaP_mut_RNA_00_5_3_Luminespib_Selumetinib_0_0_0_0_2,57930000.0,1763520.0,Luminespib,Selumetinib,IC90,IC50
323,LNCaP_mut_RNA_00_5_5_Afatinib_Pictilisib_0_0_0_0_9,53982000.0,1559880.0,Afatinib,Pictilisib,IC90,IC90
324,LNCaP_mut_RNA_00_5_1_Ulixertinib_Luminespib_0_0_0_0_7,60482160.0,1812720.0,Ulixertinib,Luminespib,IC90,IC10
325,LNCaP_mut_RNA_00_5_1_Afatinib_Selumetinib_0_0_0_0_10,59026440.0,1779840.0,Afatinib,Selumetinib,IC90,IC10
326,LNCaP_mut_RNA_00_3_2_Afatinib_Luminespib_0_0_0_0_1,59608680.0,1746480.0,Afatinib,Luminespib,IC50,IC30
327,LNCaP_mut_RNA_00_3_1_Ipatasertib_Luminespib_0_0_0_0_4,58303080.0,1653840.0,Ipatasertib,Luminespib,IC50,IC10
328,LNCaP_mut_RNA_00_3_2_Ulixertinib_Luminespib_0_0_0_0_7,59410560.0,1777440.0,Ulixertinib,Luminespib,IC50,IC30
329,LNCaP_mut_RNA_00_4_3_Luminespib_Selumetinib_0_0_0_0_5,59177880.0,1774800.0,Luminespib,Selumetinib,IC70,IC50
330,LNCaP_mut_RNA_00_2_1_Ipatasertib_Afatinib_0_0_0_0_5,60024120.0,1655520.0,Ipatasertib,Afatinib,IC30,IC10
331,LNCaP_mut_RNA_00_4_5_Ulixertinib_Pictilisib_0_0_0_0_2,54264960.0,1619760.0,Ulixertinib,Pictilisib,IC70,IC90
332,LNCaP_mut_RNA_00_5_5_Afatinib_Pictilisib_0_0_0_0_3,52308360.0,1556520.0,Afatinib,Pictilisib,IC90,IC90
333,LNCaP_mut_RNA_00_3_1_Ulixertinib_Luminespib_0_0_0_0_2,60713400.0,1769040.0,Ulixertinib,Luminespib,IC50,IC10
334,LNCaP_mut_RNA_00_4_4_Ulixertinib_Luminespib_0_0_0_0_1,59236320.0,1755480.0,Ulixertinib,Luminespib,IC70,IC70
335,LNCaP_mut_RNA_00_3_2_Afatinib_Selumetinib_0_0_0_0_1,60363600.0,1754640.0,Afatinib,Selumetinib,IC50,IC30
336,LNCaP_mut_RNA_00_1_3_Afatinib_Ulixertinib_0_0_0_0_8,59420040.0,1778040.0,Afatinib,Ulixertinib,IC10,IC50
337,LNCaP_mut_RNA_00_3_3_Ipatasertib_Pictilisib_0_0_0_0_1,55407720.0,1621080.0,Ipatasertib,Pictilisib,IC50,IC50
338,LNCaP_mut_RNA_00_3_1_Ipatasertib_Luminespib_0_0_0_0_9,57748320.0,1684680.0,Ipatasertib,Luminespib,IC50,IC10
339,LNCaP_mut_RNA_00_1_3_Luminespib_Pictilisib_0_0_0_0_9,56457120.0,1600680.0,Luminespib,Pictilisib,IC10,IC50
340,LNCaP_mut_RNA_00_1_3_Luminespib_Pictilisib_0_0_0_0_3,57642360.0,1687800.0,Luminespib,Pictilisib,IC10,IC50
341,LNCaP_mut_RNA_00_2_4_Ulixertinib_Selumetinib_0_0_0_0_2,60106920.0,1760400.0,Ulixertinib,Selumetinib,IC30,IC70
342,LNCaP_mut_RNA_00_3_4_Afatinib_Selumetinib_0_0_0_0_2,58137480.0,1716840.0,Afatinib,Selumetinib,IC50,IC70
343,LNCaP_mut_RNA_00_5_2_Ulixertinib_Luminespib_0_0_0_0_4,60592920.0,1840560.0,Ulixertinib,Luminespib,IC90,IC30
344,LNCaP_mut_RNA_00_4_5_Selumetinib_Pictilisib_0_0_0_0_9,56550720.0,1673040.0,Selumetinib,Pictilisib,IC70,IC90
345,LNCaP_mut_RNA_00_5_2_Afatinib_Selumetinib_0_0_0_0_9,60723840.0,1751160.0,Afatinib,Selumetinib,IC90,IC30
346,LNCaP_mut_RNA_00_1_4_Ulixertinib_Pictilisib_0_0_0_0_10,55197360.0,1663200.0,Ulixertinib,Pictilisib,IC10,IC70
347,LNCaP_mut_RNA_00_5_5_Ulixertinib_Selumetinib_0_0_0_0_3,60961200.0,1760640.0,Ulixertinib,Selumetinib,IC90,IC90
348,LNCaP_mut_RNA_00_1_3_Ulixertinib_Luminespib_0_0_0_0_2,60782400.0,1796880.0,Ulixertinib,Luminespib,IC10,IC50
349,LNCaP_mut_RNA_00_4_5_Ipatasertib_Selumetinib_0_0_0_0_3,57288480.0,1677840.0,Ipatasertib,Selumetinib,IC70,IC90
350,LNCaP_mut_RNA_00_3_5_Ipatasertib_Afatinib_0_0_0_0_10,59171640.0,1680240.0,Ipatasertib,Afatinib,IC50,IC90
351,LNCaP_mut_RNA_00_1_4_Afatinib_Ulixertinib_0_0_0_0_2,60155760.0,1754880.0,Afatinib,Ulixertinib,IC10,IC70
352,LNCaP_mut_RNA_00_4_1_Ipatasertib_Afatinib_0_0_0_0_7,58982640.0,1584360.0,Ipatasertib,Afatinib,IC70,IC10
353,LNCaP_mut_RNA_00_1_3_Selumetinib_Pictilisib_0_0_0_0_10,54031560.0,1659000.0,Selumetinib,Pictilisib,IC10,IC50
354,LNCaP_mut_RNA_00_3_4_Afatinib_Luminespib_0_0_0_0_10,60558000.0,1810680.0,Afatinib,Luminespib,IC50,IC70
355,LNCaP_mut_RNA_00_4_1_Selumetinib_Pictilisib_0_0_0_0_9,58986120.0,1738680.0,Selumetinib,Pictilisib,IC70,IC10
356,LNCaP_mut_RNA_00_1_1_Luminespib_Selumetinib_0_0_0_0_5,59934240.0,1803240.0,Luminespib,Selumetinib,IC10,IC10
357,LNCaP_mut_RNA_00_4_1_Ipatasertib_Luminespib_0_0_0_0_8,58129560.0,1662840.0,Ipatasertib,Luminespib,IC70,IC10
358,LNCaP_mut_RNA_00_5_1_Afatinib_Luminespib_0_0_0_0_10,57621000.0,1763160.0,Afatinib,Luminespib,IC90,IC10
359,LNCaP_mut_RNA_00_3_4_Luminespib_Pictilisib_0_0_0_0_3,55148040.0,1618560.0,Luminespib,Pictilisib,IC50,IC70
360,LNCaP_mut_RNA_00_1_5_Afatinib_Luminespib_0_0_0_0_10,58244640.0,1764600.0,Afatinib,Luminespib,IC10,IC90
361,LNCaP_mut_RNA_00_3_5_Ulixertinib_Pictilisib_0_0_0_0_6,54469200.0,1635120.0,Ulixertinib,Pictilisib,IC50,IC90
362,LNCaP_mut_RNA_00_4_2_Ulixertinib_Selumetinib_0_0_0_0_3,61294560.0,1827360.0,Ulixertinib,Selumetinib,IC70,IC30
363,LNCaP_mut_RNA_00_5_5_Ulixertinib_Luminespib_0_0_0_0_8,60557760.0,1875120.0,Ulixertinib,Luminespib,IC90,IC90
364,LNCaP_mut_RNA_00_2_3_Ulixertinib_Selumetinib_0_0_0_0_2,60953160.0,1855800.0,Ulixertinib,Selumetinib,IC30,IC50
365,LNCaP_mut_RNA_00_3_1_Ulixertinib_Selumetinib_0_0_0_0_3,60417840.0,1756080.0,Ulixertinib,Selumetinib,IC50,IC10
366,LNCaP_mut_RNA_00_4_2_Ipatasertib_Afatinib_0_0_0_0_5,56683440.0,1651920.0,Ipatasertib,Afatinib,IC70,IC30
367,LNCaP_mut_RNA_00_2_2_Afatinib_Ulixertinib_0_0_0_0_2,59522160.0,1765320.0,Afatinib,Ulixertinib,IC30,IC30
368,LNCaP_mut_RNA_00_1_3_Ipatasertib_Pictilisib_0_0_0_0_1,53757600.0,1593720.0,Ipatasertib,Pictilisib,IC10,IC50
369,LNCaP_mut_RNA_00_4_4_Selumetinib_Pictilisib_0_0_0_0_2,54099000.0,1618680.0,Selumetinib,Pictilisib,IC70,IC70
370,LNCaP_mut_RNA_00_3_2_Afatinib_Luminespib_0_0_0_0_4,57698760.0,1689120.0,Afatinib,Luminespib,IC50,IC30
371,LNCaP_mut_RNA_00_1_4_Afatinib_Pictilisib_0_0_0_0_1,53557920.0,1633800.0,Afatinib,Pictilisib,IC10,IC70
372,LNCaP_mut_RNA_00_1_3_Ipatasertib_Ulixertinib_0_0_0_0_1,63419640.0,1740960.0,Ipatasertib,Ulixertinib,IC10,IC50
373,LNCaP_mut_RNA_00_4_4_Afatinib_Ulixertinib_0_0_0_0_10,60110280.0,1784160.0,Afatinib,Ulixertinib,IC70,IC70
374,LNCaP_mut_RNA_00_4_4_Luminespib_Pictilisib_0_0_0_0_1,53659320.0,1611000.0,Luminespib,Pictilisib,IC70,IC70
375,LNCaP_mut_RNA_00_2_4_Ulixertinib_Pictilisib_0_0_0_0_7,54574200.0,1642080.0,Ulixertinib,Pictilisib,IC30,IC70
376,LNCaP_mut_RNA_00_3_4_Ulixertinib_Luminespib_0_0_0_0_6,59504280.0,1748640.0,Ulixertinib,Luminespib,IC50,IC70
377,LNCaP_mut_RNA_00_1_1_Ipatasertib_Pictilisib_0_0_0_0_3,58763520.0,1714200.0,Ipatasertib,Pictilisib,IC10,IC10
378,LNCaP_mut_RNA_00_5_4_Luminespib_Pictilisib_0_0_0_0_7,49316640.0,1537560.0,Luminespib,Pictilisib,IC90,IC70
379,LNCaP_mut_RNA_00_5_4_Luminespib_Selumetinib_0_0_0_0_2,60559200.0,1797240.0,Luminespib,Selumetinib,IC90,IC70
380,LNCaP_mut_RNA_00_3_2_Ulixertinib_Luminespib_0_0_0_0_4,59026560.0,1749840.0,Ulixertinib,Luminespib,IC50,IC30
381,LNCaP_mut_RNA_00_3_4_Afatinib_Ulixertinib_0_0_0_0_1,61562280.0,1862040.0,Afatinib,Ulixertinib,IC50,IC70
382,LNCaP_mut_RNA_00_4_2_Ipatasertib_Pictilisib_0_0_0_0_1,56635920.0,1579920.0,Ipatasertib,Pictilisib,IC70,IC30
383,LNCaP_mut_RNA_00_1_1_Ipatasertib_Selumetinib_0_0_0_0_9,59068800.0,1691400.0,Ipatasertib,Selumetinib,IC10,IC10
384,LNCaP_mut_RNA_00_1_1_Ulixertinib_Pictilisib_0_0_0_0_9,56392680.0,1694760.0,Ulixertinib,Pictilisib,IC10,IC10
385,LNCaP_mut_RNA_00_4_5_Luminespib_Selumetinib_0_0_0_0_10,56859960.0,1735800.0,Luminespib,Selumetinib,IC70,IC90
386,LNCaP_mut_RNA_00_2_5_Ipatasertib_Pictilisib_0_0_0_0_8,54766200.0,1578960.0,Ipatasertib,Pictilisib,IC30,IC90
387,LNCaP_mut_RNA_00_3_1_Selumetinib_Pictilisib_0_0_0_0_9,55921680.0,1655520.0,Selumetinib,Pictilisib,IC50,IC10
388,LNCaP_mut_RNA_00_5_2_Luminespib_Selumetinib_0_0_0_0_4,59586360.0,1752360.0,Luminespib,Selumetinib,IC90,IC30
389,LNCaP_mut_RNA_00_3_4_Ulixertinib_Luminespib_0_0_0_0_4,60513720.0,1820880.0,Ulixertinib,Luminespib,IC50,IC70
390,LNCaP_mut_RNA_00_4_4_Afatinib_Pictilisib_0_0_0_0_9,53771160.0,1614480.0,Afatinib,Pictilisib,IC70,IC70
391,LNCaP_mut_RNA_00_1_2_Afatinib_Selumetinib_0_0_0_0_4,62418720.0,1843080.0,Afatinib,Selumetinib,IC10,IC30
392,LNCaP_mut_RNA_00_2_1_Ipatasertib_Afatinib_0_0_0_0_7,57525120.0,1626480.0,Ipatasertib,Afatinib,IC30,IC10
393,LNCaP_mut_RNA_00_1_4_Ipatasertib_Selumetinib_0_0_0_0_6,61732680.0,1792800.0,Ipatasertib,Selumetinib,IC10,IC70
394,LNCaP_mut_RNA_00_2_5_Ulixertinib_Luminespib_0_0_0_0_9,60595800.0,1839720.0,Ulixertinib,Luminespib,IC30,IC90
395,LNCaP_mut_RNA_00_4_3_Afatinib_Luminespib_0_0_0_0_6,58753200.0,1751160.0,Afatinib,Luminespib,IC70,IC50
396,LNCaP_mut_RNA_00_4_4_Ipatasertib_Afatinib_0_0_0_0_6,58058520.0,1695360.0,Ipatasertib,Afatinib,IC70,IC70
397,LNCaP_mut_RNA_00_1_2_Ulixertinib_Pictilisib_0_0_0_0_9,56069520.0,1673040.0,Ulixertinib,Pictilisib,IC10,IC30
398,LNCaP_mut_RNA_00_3_5_Ulixertinib_Luminespib_0_0_0_0_4,59282760.0,1712760.0,Ulixertinib,Luminespib,IC50,IC90
399,LNCaP_mut_RNA_00_4_2_Afatinib_Ulixertinib_0_0_0_0_1,58648320.0,1792440.0,Afatinib,Ulixertinib,IC70,IC30
400,LNCaP_mut_RNA_00_1_1_Luminespib_Selumetinib_0_0_0_0_8,58597560.0,1818360.0,Luminespib,Selumetinib,IC10,IC10
401,LNCaP_mut_RNA_00_5_4_Afatinib_Luminespib_0_0_0_0_1,57468960.0,1719480.0,Afatinib,Luminespib,IC90,IC70
